,tic,gsector
1532886,UBCP,40.0
2698034,CSRNF,15.0
4360270,PPGNY,35.0
3353276,EACR,20.0
2017157,MCLD.,45.0
1774707,GTHX,35.0
1628789,INCY,35.0
3632713,DHX,50.0
249141,UWN,25.0
2708361,ETCK,15.0
4193048,BRZ.,15.0
2209670,CLWT,20.0
982757,SYF,40.0
1999802,NTRU,30.0
641207,AWCMY,15.0
1589067,NHEL,35.0
912787,USWF,55.0
1899748,FEDU,25.0
4343272,LZAGY,35.0
2744955,ONC.,35.0
4002506,DNDT,30.0
1831996,RDFN,60.0
462974,4830B,20.0
2248348,TRCY,40.0
968538,VNOM,10.0
2178085,ENGH.,45.0
3218170,STB,20.0
987688,SPKE,55.0
2758030,PPMH,45.0
3735071,OOR.,15.0
3275427,CORR,60.0
2067982,LOGC,35.0
418138,SMS.,20.0
719033,CNOB,40.0
2848010,SRCGF,15.0
328040,VNRX,35.0
1412917,MITI,35.0
268624,AGX,20.0
1446244,NRIS,10.0
904232,ITX.,25.0
3351451,CUBI,40.0
2842176,ADEXF,15.0
115434,ERIC,45.0
2120853,KFSYF,40.0
4154747,ASO.,15.0
2652603,SRSN,25.0
1662780,MCZAF,25.0
168272,INFG,20.0
2460692,IGDC,55.0
2473244,TBDYF,10.0
3757034,NHVCF,15.0
3504894,EBS,35.0
74171,CVR,20.0
2865922,KMGLF,15.0
527354,TCLCF,20.0
4345280,RDEIY,55.0
2120256,HIG.PG,40.0
2597352,EBDC,40.0
2740762,ONVC,25.0
3758289,CDXS,35.0
1663774,MAA.PI,60.0
3225835,WCCP,40.0
2074411,JKSM,20.0
67924,CATO,25.0
1571065,PERY,25.0
2735926,WQNI,50.0
2320316,RCK.,15.0
3380849,TTEN,10.0
1057367,EBM.,35.0
1983845,CWWBF,35.0
521260,UNC.PR.B,40.0
3195713,RAIL,20.0
1186623,FUTL,60.0
3880297,WTKN,25.0
46306,BAM,40.0
3390770,HPTN,30.0
1071151,TNGL,15.0
2430394,RSV.,15.0
4454059,IMOS,45.0
2567214,TGILF,15.0
4449609,OPHRY,10.0
539999,FMCKN,40.0
862877,ATHM,50.0
2301374,KISB,40.0
4261401,POOSF,10.0
343677,VNO.PG,60.0
2283144,QATSF,45.0
1177363,9298B,45.0
882386,AGFS,15.0
2445429,ATX.,15.0
3551605,IPIX,35.0
3101307,CKCB,40.0
4461205,NVT,20.0
666652,XONE,20.0
3403651,MRG.UN,60.0
927075,CVBF,40.0
960572,HMM.,20.0
1660955,ICCH,40.0
781919,ALKM,30.0
88002,BH,25.0
2581506,WTCRF,15.0
2062474,LKCO.1,50.0
582332,RY.PR.Z,40.0
1465050,HMPPF,30.0
1117471,AMRT,25.0
2527561,EOXFF,15.0
3206043,ZUMZ,25.0
1938349,MHPC,60.0
2886025,PMSO,45.0
3866151,MYRX,35.0
2106964,DOFSQ,10.0
512463,LEOM,25.0
408131,LMEFF,15.0
2398742,CFGX,40.0
3869710,EKNL,20.0
4147857,TEUFF,20.0
1578485,IRTC,35.0
3632964,BKEP,10.0
2429137,COETF,60.0
2838261,DRRX,35.0
3587610,CETG,10.0
1992914,GRSLF,15.0
4282812,VNRFY,40.0
336778,DLOV,10.0
2479280,HLFN,40.0
3833231,CLW,15.0
1591297,YPF,10.0
4207704,SSNI,45.0
2615725,BRBI,40.0
758487,ARHI,25.0
113928,ENZN,35.0
2615075,LMGR,45.0
2361612,SAPMY,10.0
3882051,BBI.,10.0
4133379,MITT.PB,40.0
2570156,WMLLF,15.0
1137371,AVGR,35.0
1013818,VKTXW,35.0
923576,AMBR,45.0
2601299,IDXG,35.0
104301,DMLP,10.0
973129,ZNRG,20.0
3747714,PGX.,15.0
3215838,AGT.PR.A,30.0
198774,LOW,25.0
2499018,GGS.,15.0
184924,EVRG,55.0
2526808,LBY.,15.0
2741264,GAHD,15.0
963769,GSS,15.0
383715,ASTE,20.0
731216,EARN,40.0
866125,ESESQ,10.0
1354933,OBMP,35.0
902220,GLMD,35.0
4164621,Z,50.0
2763602,ERBA,35.0
7544,ALAN,55.0
4034660,WD,40.0
4090548,CSPGF,15.0
1548773,VNR.,55.0
4206549,BRVVF,15.0
3572921,CPLP,20.0
1578736,GTYHU,45.0
3981226,MXL,45.0
402314,ABEO,35.0
3573423,TRMNF.,15.0
2926968,CMRZF,15.0
1202587,TTTGF,20.0
649135,CPF,40.0
143687,GV,20.0
2374416,LDSVF,30.0
3478262,BIXZF,30.0
3904105,CLNY.PH,60.0
4337388,SOOCY,10.0
3238799,ARXRF,15.0
1807497,MEDFF,35.0
2855819,CEMI,35.0
3884819,TDNT,30.0
2123198,BESIY,45.0
724806,BFF.,15.0
1766233,SNVVF,10.0
2097716,IART,35.0
653575,CNBKA,40.0
2508250,MAOMF,15.0
3119996,SOIL.,10.0
1304899,USPH,35.0
2364623,AIQUY,15.0
2463020,FRI.,15.0
3172617,MWSNF,15.0
117693,IIIN,20.0
4447145,KIGRY,20.0
3303299,PYDPF,10.0
2295512,NAM.,15.0
2633239,ATIW,45.0
3740750,SNX.,10.0
1962166,BANC.,15.0
2830398,PIOE,40.0
1194863,MTWO,45.0
1024558,NWGN,45.0
2351193,WEGRY,20.0
950116,CGO.,50.0
4376249,OGC.,15.0
2047756,PHCF,40.0
3133761,MAIFF,15.0
1685842,LMNR,30.0
404364,DWS.,30.0
1585726,MYOV,35.0
4400477,PRU.,15.0
1696205,HLNE,40.0
112191,MSN,25.0
2349690,LRLCY,30.0
2553694,SFT.,10.0
3290462,SEED,30.0
376759,LAND,60.0
2785720,CCMP,45.0
2598107,RYMDF,35.0
462472,IHAI,35.0
2675460,BUROF,15.0
691059,ATLKY,20.0
2327236,ANH.PC,40.0
4073154,CLASF,15.0
765779,WTER,30.0
3200755,MFMLF,15.0
2186942,BXLC,40.0
1410417,SCWX,45.0
208069,MCK,35.0
194503,LNF.,25.0
4046513,SRX.,10.0
2123448,BYFC,40.0
3548419,HROW,35.0
3484577,MAYGF,15.0
191180,LANC,30.0
453495,EXETF,35.0
829531,XNCR,35.0
2115732,NWPX,20.0
2565413,TMGEF,20.0
4382233,YARIY,15.0
3386392,GPDB,30.0
4457084,NOMD,30.0
2540025,PMX.,10.0
3674456,CVI,10.0
3364065,BPLI.,20.0
4414273,HZM.,15.0
4447991,FRSX,25.0
2151950,LORL,50.0
3906756,VLLX,40.0
4450613,PRGLY,30.0
2904470,DCD.UN,40.0
2924536,RVLTF,15.0
2312356,CORV,35.0
1623273,CBL,60.0
885484,PCYN,35.0
4246351,NUK.,10.0
3698053,FNV,15.0
218951,MOG.A,20.0
1585224,SMF.,15.0
2040663,RVI,60.0
1990016,SPOT,50.0
80199,CMCSA,50.0
2582525,GQ.,15.0
2486571,ANG.,15.0
1164762,MSFG,40.0
481263,TA.,55.0
362895,SF,40.0
3793886,GLK.,15.0
2961948,DSOX,20.0
2226921,UCBI,40.0
2108219,RSYS,45.0
1385166,MIME,45.0
853801,PAWH,20.0
2571763,STMP.,10.0
1405841,PPE.H,10.0
2941020,PACC,20.0
375000,INTEQ,50.0
3061099,CIDM,50.0
802217,GLOB,45.0
4460452,CVHSY,50.0
2262957,CEY.H,10.0
3868239,LKY.,15.0
4354488,BSMX,40.0
360636,OSK,20.0
823757,TWTR,50.0
1661624,HAIN,30.0
3820544,AUG,15.0
2364121,DFILF,30.0
2257883,MTOR,20.0
2026354,STMH,35.0
371190,HZNM,15.0
461477,BDRPF,20.0
3005165,GGII,20.0
384719,DLHC,20.0
1886261,NEXA,15.0
2283575,MCB.,10.0
2073418,MRNA,35.0
2374667,KIKOY,30.0
2302481,NJMC,15.0
155990,4741B,30.0
2283826,PGNX,35.0
2853309,ASGXF,50.0
3767827,WTRNF,15.0
970798,CIAU,45.0
495357,ODP,25.0
2993966,HCBP,40.0
623941,ELF.PR.H,40.0
1758020,IPCO.,10.0
2726788,MFC.PR.Q,40.0
1440038,EWLL,35.0
3152669,BBW,25.0
3633580,COYWQ,45.0
2795211,SKYF,45.0
3571470,GUESF,45.0
3775333,FLSS,10.0
3715026,CRP.,20.0
983259,PFBOF,20.0
2673451,AXL,25.0
2061025,APM,35.0
1702200,HERC,20.0
3303812,CAPB,40.0
2976974,FP.,50.0
3634936,ASLRF,15.0
3746831,LOGM,45.0
3236609,OLBG,45.0
638622,EFRTF,60.0
230571,NYTAB,50.0
1248514,HTTTF,25.0
2397326,SOCK.,15.0
1725729,ITUB,40.0
3053884,ATSG,20.0
2150946,WIRX,45.0
490312,X.,40.0
3401610,SZSMF,15.0
3640775,MELI,25.0
1075209,MTRAF,30.0
3407853,NM.,15.0
2578444,VPRIF,30.0
2058200,LTHM,15.0
2102736,CVOVQ,20.0
2040396,NAKD,25.0
4203302,LPKGF,15.0
2463272,USYNF,25.0
3762276,RUM.,30.0
1305641,PVBC,40.0
2208146,CIEN,45.0
678951,TALO,10.0
2983190,FTFT,25.0
2295261,NMTLF,15.0
2160643,SQZZF,10.0
2520598,NBMLF,15.0
336025,RTX,20.0
2308349,PSI.,10.0
2058804,XYF,40.0
2793127,TAKUF,15.0
1538786,TENX,35.0
2261827,NUBC,40.0
1769358,STBI,40.0
554111,EMIS,35.0
2879379,HPS.A,20.0
2291910,ROIUF,45.0
3343307,UCBA,40.0
2929309,GPTC,10.0
4336886,MHTLY,30.0
4260026,OSRV,45.0
61402,KRED,30.0
2348184,MZDAY,25.0
4373910,LFC,40.0
2033295,AUTL,35.0
3664497,MSCI,40.0
3327228,CODI,40.0
2074683,RVG.,15.0
985468,PSK.,10.0
3022537,OSU.,15.0
1352319,IAC,50.0
1640698,RTTO,25.0
583587,RY.PR.N,40.0
2246744,BSEM,35.0
2889568,NIR.,45.0
4423876,BLRX,35.0
336276,S,50.0
3985423,TPCA,25.0
1190268,CVA,20.0
34000,CHSO,15.0
568435,BNS.PR.B,40.0
3678716,RDL.,45.0
3070300,ADHC,35.0
3483824,NXG.,40.0
2305736,LIXXF,15.0
2690994,NXRA,30.0
340292,VALU,40.0
4216073,PRLB,20.0
3172366,ENHD,30.0
177786,ENB.PR.J,10.0
1807237,GFED,40.0
4449358,PRDSY,25.0
727367,HDS,20.0
4331364,SBRCY,40.0
2076392,RBZWF,25.0
1752213,COF.PP,40.0
2594465,IPCC,40.0
2082552,TLLTF,35.0
821364,FISK,60.0
1422187,SUPV,40.0
1318735,ACSSF,40.0
1643208,SUI,60.0
2386400,RXEEY,20.0
1639729,PRTHU,45.0
1248853,PRA,40.0
601757,MGPHF,15.0
3483067,WCRS,25.0
1710102,MGEN,35.0
1606283,WINA,25.0
2978772,BVBC,40.0
2959477,TNP,10.0
4427370,MOKO,45.0
2455676,FIEIF,15.0
3119696,CSE.PR.A,55.0
2328240,GLOH,30.0
1675989,WRK,15.0
2134019,LNDC,30.0
1765731,LTFD,25.0
2364874,GCVRZ,35.0
855367,MDDD,45.0
670949,SIGI,40.0
2622017,FRMO,40.0
2938289,TURA,35.0
148428,GLF,10.0
864021,MYRLF,15.0
1373816,EDGE,35.0
554864,WACC,10.0
1972184,PL.,10.0
2171898,KDUS,25.0
1574319,RIG,10.0
2296014,AI,40.0
3241498,GAINM,40.0
562399,BMO.PR.M,40.0
813224,ESNT,40.0
148901,HMG,60.0
3218337,ACWRF,45.0
676430,FFBCW,40.0
1266665,KIM.PL,60.0
3515770,IGX.,35.0
3610560,MOON.,15.0
2074257,WTRHW,25.0
25250,ACO.Y,55.0
1640949,BBAR,40.0
3518689,ADZ.,15.0
2625544,EPD,10.0
3152149,CDID,10.0
3280742,BMR.,35.0
3020854,DGNG,45.0
2814234,MAAFF,15.0
2577691,VGCX.,15.0
4154224,NSPR.WB,35.0
175120,ENB.,10.0
324681,TRP.PR.G,10.0
661389,SOT.UN,60.0
2987216,SWSSF,30.0
2186673,DVD,25.0
760244,ONTX,35.0
6289,AEM.,15.0
3912091,BTU.,15.0
2604004,CATC,40.0
485038,BFET,40.0
2019947,IPLP.,15.0
2934343,PRXG,20.0
3163660,EDR.1,60.0
2695986,GNMP,15.0
489067,NUZE,30.0
223640,BAC.PW,40.0
2629479,SOHI,40.0
860367,ENBL,10.0
4381697,SCSG,40.0
3676715,PZN,40.0
1289023,TWX,25.0
3901579,KAR,20.0
3680235,GPH.,15.0
819607,MAKE,30.0
258313,EXC,55.0
256052,PEP,30.0
4381634,SAN.PI.1,40.0
2067206,LABS.,35.0
456747,TGL.,10.0
259317,PHG,35.0
3491512,NGE.,15.0
2401490,AMT.PB,60.0
163825,HBANN,40.0
2275076,GPI,25.0
1733094,TIXC,50.0
78191,COHU,45.0
808477,SAIC,45.0
948790,LOB,40.0
2074198,ACRGF,35.0
435865,EQC,60.0
1858495,FNGR,50.0
3753513,NRGOF,15.0
2194190,BBQ,25.0
1212176,CCEL,35.0
1032703,LFER,30.0
408634,ICAD,35.0
4325042,ICL,15.0
64153,CDNAF,25.0
3600125,CSUNY,45.0
2111465,ASFI,40.0
363902,OVV,10.0
2442220,NGY.1,10.0
2812866,CRL,35.0
4349024,CHT,50.0
2077012,PKSLF,50.0
2286611,AUMN,15.0
4430724,CAIXY,40.0
2602749,AWX,20.0
2222244,PPSF,40.0
4284818,ABEV,30.0
3813701,GWTI,10.0
2597605,BRTE,15.0
3324788,NER.,15.0
3640273,IGEN,45.0
2830147,VIS.,45.0
2917072,BG,30.0
354896,WEC,55.0
2171396,CYHC,40.0
2435102,SYHBF,10.0
1889976,PACK.WS,15.0
3757285,NEE.,15.0
2661554,HSCO,25.0
3318494,AFSI.PD,40.0
2074966,GGBXF,35.0
1594412,BCO,20.0
123635,FNMAS,40.0
2224595,EATR,25.0
1502475,TLND,45.0
3253072,ISBC,40.0
340543,VAR,35.0
3878487,LOTE,25.0
3770250,MS.PE,40.0
4065543,CMRE.PB,20.0
447213,TTSH,25.0
1226238,AXAS,10.0
923827,ATLDF,15.0
2264487,NLY,40.0
1374572,BRSLF,15.0
4368250,EVOMY,55.0
3937848,CHSP,60.0
2409347,DIV.,25.0
3633681,CRVYF,20.0
3269949,PATH.,45.0
666903,IGAP,35.0
742107,ELRN,25.0
4223771,SANP,15.0
2666684,FCAP,40.0
186971,KEQU,35.0
2335055,TATYY,30.0
2768346,MJXFF,45.0
944729,BBL.A,15.0
3540991,EIG,40.0
1567586,QSYSQ,45.0
285002,APPS,45.0
2372659,TYIDY,25.0
3281893,IMTO,50.0
999538,SDR.,15.0
2489146,VVVFF,45.0
1660704,PTNYF,20.0
103795,DCI,20.0
16500,AMSWA,45.0
2765620,PKG,15.0
3704915,DFRG,25.0
328793,BTGI,20.0
2642065,CMFP,40.0
1235494,ADLI,35.0
3234171,THS,30.0
760746,EVOK,35.0
2560957,NTS.,20.0
134512,FSTR,20.0
3413475,GSH.,15.0
3209097,DSX.PB,20.0
2791370,KIRY,10.0
2985783,CHPGF,15.0
3575727,TTGT,50.0
3320935,CWI.,40.0
102791,WFSTF,15.0
2652888,DNXWF,45.0
2669191,HT,60.0
2662642,PER.,15.0
1848602,QES,10.0
3052876,QTEYF,10.0
820360,SEII.1,20.0
3475590,ARBV,40.0
1345072,KAI,20.0
4420900,OUKPY,20.0
3514720,PGNRF,15.0
4410050,IPSEY,35.0
3154850,KOSK,20.0
1803443,GPPRF,15.0
4311157,GFSZY,20.0
633864,LEA,25.0
2679843,IZN.,15.0
3514748,PGZ.,15.0
4359517,GWPH,35.0
977963,SNDX,35.0
2927470,GLAD,40.0
1493429,FLT.,20.0
572230,PWF.PR.A,40.0
2139403,ALXN,35.0
3197219,DRYS,20.0
3011165,NEPH,25.0
969542,COG,10.0
4285571,CRESY,60.0
993374,PFNX,35.0
2403739,AAMTF,40.0
2813732,MVC,40.0
4419372,RLM,35.0
3874470,CPX.PR.A,55.0
4388083,SENR,20.0
3623681,CPPMF,15.0
2341658,RELX,20.0
780261,STRP,50.0
4243812,CLGPF,20.0
4388381,WBHC,40.0
3200933,MFM.,15.0
2046256,TBLTU,25.0
4128426,LITH.,15.0
1175376,MPRG,50.0
1401202,KSHB,20.0
732973,NRZ,40.0
2344168,JMHLY,20.0
1243309,SRG.PA,60.0
2722521,EGAN,45.0
2552665,SKREF,15.0
2376387,TRUMY,35.0
3307225,SGGDF,15.0
1353072,GPOR,10.0
2385396,NCMGY,15.0
245941,OMI,35.0
2563734,USSHF,50.0
2278563,MTD,35.0
3133259,HY,20.0
2625795,LMNL,35.0
51601,BAM.PR.S,40.0
1331883,CRVP,30.0
4030187,DRLDF,15.0
2224846,KNL,20.0
973631,NG.,15.0
2877530,GR.,15.0
2311368,RMTI,35.0
2589715,PUC.,15.0
3724715,AHC,50.0
1822979,BHB,40.0
953839,WPG.PH,60.0
613639,OFS,40.0
3950833,FUIG,50.0
2016571,INSP,35.0
4242630,ERN.,15.0
3428114,SAENF,55.0
2026921,AAMMF,15.0
2572014,TSCAF,10.0
4415857,NUS.,15.0
3760220,WMPN,40.0
3666756,ROIC,60.0
1592109,SIM,15.0
3123918,BWFG,40.0
361389,UCBB,35.0
4227387,CARAF,15.0
36526,BCE.PR.S,50.0
390780,CTON,40.0
3320684,CRSWF,40.0
403820,OGNG,55.0
1666786,DAKT,45.0
146197,GTN,50.0
949650,CRWFF,25.0
911783,VRTV,20.0
4227416,SILV.H,15.0
612133,GOE.,15.0
3000819,CCFC,40.0
751801,PAS.,35.0
3869437,PGYC,10.0
2653143,CGYG,30.0
3059046,GRT.UN,60.0
4199514,ARA.,15.0
3125614,CBMJ,50.0
3515519,IGXT,35.0
1214186,AZO,25.0
2708863,HOFT,25.0
3357155,BCDS,45.0
2858657,BRG.,15.0
1880237,ANGI,50.0
265859,POW.PR.B,40.0
3797540,SNRY,20.0
2470595,LSANF,15.0
4313644,SHPG,35.0
2947323,FVE,35.0
1533889,SSUR,35.0
2425044,RRS.,15.0
412460,PLXS,45.0
1941753,SEAOF,20.0
2962702,ICBT,40.0
1266916,KIM.PM,60.0
2984743,BPF.UN,25.0
2751845,BYDGF,20.0
2645264,AQN,55.0
2482079,HYKCF,10.0
4345531,KTCIY,30.0
3414582,KLSVF,15.0
1054530,AFMD,35.0
298985,STT.PE,40.0
2650889,GSPT,20.0
2106573,RNR.PF,40.0
939909,ARET,10.0
4382199,XLPI,15.0
3350698,ATU.,10.0
1217428,SURG.3,25.0
2994218,DKS,25.0
1701196,AGO.PF,40.0
3871845,PSON,10.0
1595025,HWF.,40.0
4018322,EMYB,40.0
2371902,NKSJF,15.0
1506483,MMX,15.0
4011666,CFF.,15.0
1124091,ACB.WT,35.0
408382,LME.,15.0
3064876,PMCB,35.0
3904607,CLNS.PD,60.0
3063611,AHT.PI,60.0
1228497,OLLI,25.0
1365070,FDCFF,10.0
2776061,IPTK,45.0
3635394,SINT,35.0
44544,BA,20.0
2279065,CPFH,40.0
3143136,WGASQ,10.0
1046908,CIWT,20.0
428763,EINF,45.0
3505411,FCNE,25.0
1227493,IVRO,35.0
730702,DWNX,40.0
626571,FFH.PR.F,40.0
2325371,BDMS,35.0
2544502,RSDNF,15.0
2489398,THM,15.0
492324,CLH.,15.0
2881421,MCUIF,35.0
2307090,INKW,20.0
2432427,GERFF,15.0
3096835,HTM,55.0
640202,CPCAY,20.0
568353,BNS.PR.A,40.0
1984634,WCVC,25.0
4298370,SBS,55.0
1666284,WEBC,15.0
2528816,OKSWF,15.0
59896,MYFT,25.0
2540268,TRARF,15.0
2187946,WTBA,40.0
2330362,MHVYF,20.0
3743990,WRRNF,10.0
1075460,MRU.,30.0
2547659,RUP.,15.0
3125098,AGGZF,20.0
3583334,PTVYF.1,10.0
2106071,RNR.PC,40.0
2061101,MTLO.,45.0
4368579,PLL,15.0
2377911,HNNMY,25.0
1581668,MAGS,45.0
3636534,VR.PA,40.0
3124169,CWXZF,20.0
3625574,QNTO,40.0
3349560,KLE.,10.0
3817009,EOPT,10.0
3097665,NYMTP,40.0
4010137,TSLA,25.0
3527946,ECRFF,15.0
3312838,FMBN,40.0
1962417,COLD,60.0
2496305,ELY.,15.0
2018599,ADL.,35.0
1933601,ZNG.,15.0
3983382,SECYF,10.0
2232792,BXP.PB,60.0
1940001,AVYA,45.0
1316408,MDMN,15.0
2803981,BLUBF,40.0
534477,FCAU,25.0
2944294,CPYT,35.0
3535064,SKTO,35.0
2034729,WTNW,55.0
2172775,PEGA,45.0
3800379,GOHG,60.0
2874302,NOATF,15.0
4290573,KHOLY,20.0
4139914,SXC,15.0
951707,SRT.UN,60.0
450984,FGPR,55.0
936461,MDIT,35.0
3905987,GEBRF,60.0
3311065,ESPHQ,55.0
4409799,DNFGY,25.0
2552414,SOI.,15.0
1575072,FTK,15.0
788615,NXTDW,45.0
2613318,ORRF,40.0
2000578,ALEF.,35.0
3173119,WWII,50.0
2255396,UGDIF,15.0
4231831,FRG,25.0
993123,BXMT,40.0
4450111,CDV.,15.0
3303300,RVNG,15.0
1068892,CNS.,25.0
607775,MRCC,40.0
1085408,WK,45.0
2659236,CKFC,40.0
2527310,SCRH,25.0
992872,CSCO,45.0
598658,HGBL,40.0
4031616,STAG.PC,60.0
1394493,MSDI.2,45.0
2234306,SPA.,15.0
1686093,GPIC,25.0
675119,SBCF,40.0
2230211,IRIDQ,25.0
239269,WFC.PX,40.0
3792822,TF.,40.0
413213,IMKTA,30.0
864049,AAGH,60.0
1662529,STCN,45.0
2527059,CNLK,35.0
3750298,ERII,20.0
3511371,MKO.,15.0
222014,BML.PG,40.0
1034219,ABWN,50.0
1227744,IONS,35.0
4087285,BKKN,10.0
1262221,THCBF,35.0
3476793,NWCI,35.0
352637,WY,60.0
210328,CVS,35.0
1130172,GMS,20.0
1070649,HUBS,45.0
4200769,FDUS,40.0
2226670,WILC,30.0
3549359,LEXG,15.0
771146,ECIGQ,30.0
3962110,QNST,50.0
1029343,USCS,15.0
1373565,WAAS,55.0
2416834,KL,15.0
622184,BPO.PR.C,40.0
2350442,CSNVY,15.0
1551032,NORZF,15.0
3105190,RGST,10.0
3218486,AXE.,45.0
3256637,QSR,25.0
2519457,NKO.,10.0
884294,CNCE,35.0
1423191,BNP.,10.0
3030322,AXS,40.0
3126367,NURO,35.0
4302889,PCCWY,50.0
291241,SONR,45.0
3630487,PRED,35.0
2934073,MYHA,35.0
511961,LFAP,25.0
3045164,WCIG,30.0
2720939,AGI.WT,15.0
4372153,SEKEY,45.0
2795964,TRCB,40.0
514722,AUSI,20.0
2244253,RITTW,45.0
3688370,CIM.PC,40.0
3110928,CRKT,45.0
3720873,QRMLF,15.0
682201,SBSW,15.0
2819208,MBYMF,15.0
2462265,TORQ.,15.0
2026041,SMTA,60.0
86600,COMX,45.0
4120160,PAQWF,60.0
2300107,PDER,10.0
2578193,ETX.,55.0
4042952,GRMS,35.0
2503490,LXRRF,20.0
2527812,EOX.,15.0
2637531,IXYS,45.0
3237611,CMPR,20.0
2676214,FVRG,30.0
2488889,IPKSF,25.0
1157593,BHWB,40.0
4269046,ACPS,20.0
2088190,REMI,35.0
1222196,GDI.,20.0
2076163,MLND,35.0
1823481,AFIN,60.0
4373408,ATVDY,50.0
678198,YTY.,45.0
3774045,SB,20.0
3325546,AXU.,20.0
2239903,NDR.,15.0
2847508,RMIOF,15.0
2665409,SNWR,45.0
4395473,CCGGY,30.0
2723023,MFC.,40.0
3995077,COR.,15.0
1055579,CNXM,10.0
4242379,MN,40.0
3289121,CERPQ,15.0
1800087,ERRSF,15.0
249886,SRE.PB,55.0
4061596,ANLBF,15.0
2312981,D.UN,60.0
3451835,CFPUF,15.0
2183644,QEPC,25.0
4297617,WWNTY,30.0
1963134,DASH.,45.0
3894556,PPRRF,45.0
2442627,PEY.,10.0
1733345,TESS,45.0
2661303,OCBI,40.0
1194612,IFNY,10.0
3496410,LBS.PR.A,40.0
1969773,ZS,45.0
3524135,HQCL,45.0
184422,KSU,20.0
4355492,GMAB,35.0
2515722,ZMWYF,25.0
2280336,DGMA,45.0
1539288,ATMS,35.0
3929224,HTR.,15.0
2785214,LMNX,35.0
3699308,FABK,40.0
1716168,AMRWQ,10.0
2820760,BCCI,25.0
1881743,AQ,45.0
511208,BRSI,20.0
28227,BTAFF,30.0
4428355,MRVNY,25.0
848001,DNZOY,25.0
2857109,ELO.,15.0
3808754,MDTC,50.0
2619956,DFIFF,15.0
1483878,NGQRF,15.0
4168806,WOWU,35.0
1066621,CTXRW,35.0
4357012,FULCY,20.0
377686,ELA,25.0
3833723,SLCA,10.0
4142926,NXO.,45.0
2501667,SMT.,15.0
4320406,TRYRF,15.0
358184,TJX,25.0
1103968,DAFL,50.0
662716,GAYMF,15.0
1626034,PTEN,10.0
2904214,RVP,35.0
623690,ELF.PR.G,40.0
713879,PVVTF,45.0
1495193,MNO.,15.0
2188700,SPYR,50.0
2774679,RSGUF,30.0
3282395,FF.,15.0
1843568,NMTC,35.0
3233791,ASGTF,60.0
896573,RIBS,25.0
2432176,LGR.,15.0
2913715,GAU.,15.0
2558133,SPVEF,15.0
1330879,BONL,45.0
424212,KRMD,35.0
878119,DRNA,35.0
1788018,WOW,50.0
157751,HFC,10.0
3358237,POST,30.0
696259,RPR.,15.0
4265281,AMPYW,10.0
1173368,CABO,50.0
4351289,BUD,30.0
2502737,DGDCF,15.0
760997,ATBPF,35.0
3156700,RAMPF,55.0
3908262,IRDM,50.0
1787767,RCII,25.0
2604757,HCKT,45.0
2950055,HUSA,10.0
3328440,TMPHF,25.0
1431181,PGLA,35.0
1375180,SDRYF,10.0
1206840,CYH,35.0
2616980,FMHS,50.0
1869883,OPTN,35.0
2120608,KFS.,40.0
2311110,TALN,25.0
34502,BDXA,35.0
3482063,GSAT,50.0
3467680,TTNUF,45.0
1724474,ARD,15.0
1758271,ZYME,35.0
3697472,SNS.,15.0
2480308,HLKMF,15.0
1766752,TWOC,25.0
2089445,GTPS,40.0
613388,MPAY,40.0
3993457,NXPI,45.0
3249943,SSKN,35.0
4360771,LUPEY,10.0
4283314,BVN,15.0
134818,FELE,20.0
4015314,KEYW,20.0
598909,BKNIY,40.0
4212964,VZZ.,15.0
292247,SJI,55.0
2200693,HIHO,20.0
2462516,FRHLF,10.0
3800,ACU,20.0
4422651,SYIEY,15.0
318628,TDW.WA,10.0
3982629,WMLPQ,10.0
760495,ONTXW,35.0
4270803,HRDI,50.0
4008868,RDOIF,10.0
2969749,TDG,20.0
1012061,LOXO,35.0
130656,USB.PM,40.0
557773,HSBC.PA,40.0
4305472,PSJEY,10.0
621682,BPO.PR.Y,40.0
521009,UNC.,40.0
3984135,CZNI,25.0
508224,ARCH,10.0
1125980,MDVX,35.0
2058875,KLXE,10.0
1353929,KURA,35.0
3659362,AR.,15.0
3973167,HTHT,25.0
3692106,FPAY,40.0
568102,BNS.PR.Z,40.0
454499,HSE.PR.A,10.0
1262472,HMN,40.0
3221294,AIDA,35.0
3205778,EDEP,10.0
1276856,PDRX,35.0
4082668,STRDF,10.0
1149931,OTMN,15.0
3929812,MTT.,15.0
1580664,LGF.B,50.0
2659738,MCBP,40.0
2433788,CZQ.,15.0
949041,CETEF,10.0
521509,UNC.PR.C,40.0
2756271,CGP.,15.0
2404471,AOT.,15.0
2632988,IRNS,20.0
2070226,GRN.,10.0
1849328,PETZ,30.0
492073,CLHRF,15.0
1308512,BNET,20.0
4145186,GMLP,10.0
698604,AXMA,15.0
3253070,TRON11,15.0
4125440,WIZD,50.0
782421,EASTW,30.0
3899888,CODA,45.0
2109963,OPK,35.0
414050,XSPA,25.0
2302139,HOPE,40.0
1602904,HNFSB,30.0
2958888,VIP.UN,40.0
3450580,IMUCW,35.0
1752715,COF.PD,40.0
2281594,GFM.H,15.0
3636743,VR.PB,40.0
3119194,PRSG,40.0
3388651,ATY.,15.0
4356020,IGT,25.0
3718558,BIP.PR.B,55.0
620929,BPO.PR.T,40.0
1514709,NTTHF,15.0
3891287,FTNT,45.0
243925,OLP,60.0
